Date;Close;Open;High;Low;Volume;Variation %
03/01/2018;21.87;20.89;21.9;21.21;2490000;7.42%
02/01/2018;20.36;20.35;20.36;20.35;2120000;1.80%
29/12/2017;20;20.35;20.9;20;3110000;-0.50%
28/12/2017;20.1;20.29;20.32;20.05;1610000;-0.25%
27/12/2017;20.15;20.62;20.62;19.86;1470000;2.60%
22/12/2017;19.64;19.64;19.64;19.64;338500;1.55%
21/12/2017;19.34;20;19.6;19;2670000;-5.75%
20/12/2017;20.52;21.59;21.59;20.52;615890;-0.24%
19/12/2017;20.57;21.58;21.58;20.57;13270000;-4.99%
18/12/2017;21.65;22.78;22.78;21.65;687060;-0.23%
15/12/2017;21.7;21.95;21.7;20.86;55850000;-0.23%
14/12/2017;21.75;21.5;21.75;21;2980000;-0.91%
13/12/2017;21.95;21.61;22.18;21.61;12650000;2.09%
12/12/2017;21.5;19.91;21.5;19.91;2390000;3.91%
11/12/2017;20.69;20;20.69;20;2130000;3.30%
08/12/2017;20.03;19.53;20.7;19.53;5250000;-2.29%
07/12/2017;20.5;20.92;20.5;19.88;26090000;2.86%
06/12/2017;19.93;18.99;19.93;18.3;5820000;6.58%
05/12/2017;18.7;18.2;19;18.11;9820000;2.75%
04/12/2017;18.2;18.3;18.2;18.2;905370;0.83%
30/11/2017;18.05;18.51;18.5;17.81;2620000;2.32%
29/11/2017;17.64;16.8;17.64;17.05;3330000;0.51%
28/11/2017;17.55;17;17.68;17;11450000;-1.46%
27/11/2017;17.81;17.9;18.09;17.5;5610000;3.31%
24/11/2017;17.24;16.42;17.24;16.08;46990000;9.11%
23/11/2017;15.8;15.05;15.8;15;3200000;2.46%
22/11/2017;15.42;15.18;15.42;15.18;756100;0.78%
21/11/2017;15.3;15.05;15.3;15.05;7640000;2.34%
20/11/2017;14.95;14.24;14.95;14.55;3900000;4.33%
17/11/2017;14.33;13.65;14.33;14.33;303200;0.56%
16/11/2017;14.25;14.99;14.99;14.25;3310000;-2.06%
15/11/2017;14.55;14.51;14.55;14.51;1220000;-3.00%
14/11/2017;15;15.18;15.18;14.55;1250000;-1.06%
13/11/2017;15.16;15.16;15.2;15.16;908950;-0.52%
10/11/2017;15.24;15.25;15.44;15.23;449110;-0.07%
09/11/2017;15.25;15.3;15.3;15.25;696170;-1.36%
08/11/2017;15.46;15.83;15.66;15.21;1150000;-0.26%
07/11/2017;15.5;15.89;15.5;15.2;1670000;0.98%
06/11/2017;15.35;15.59;15.96;15.3;6240000;-0.32%
03/11/2017;15.4;15.66;15.66;15.2;5570000;-0.65%
02/11/2017;15.5;15.3;15.5;15.3;2310000;1.84%
01/11/2017;15.22;15.75;15.25;15.22;1240000;1.47%
31/10/2017;15;14.9;15;14.78;850880;0.67%
30/10/2017;14.9;15;15;14.89;1580000;-1.97%
27/10/2017;15.2;16;15.85;15.2;7240000;-4.04%
26/10/2017;15.84;15.1;15.85;14.62;9170000;8.79%
25/10/2017;14.56;14.47;14.68;14.25;3780000;1.18%
24/10/2017;14.39;14.14;14.39;14.1;2480000;2.79%
23/10/2017;14;14.48;14.48;14;3920000;-0.14%
20/10/2017;14.02;14.55;14.1;14;5760000;-2.71%
19/10/2017;14.41;14.5;14.5;14.4;1430000;1.12%
18/10/2017;14.25;14.54;14.55;14.06;10660000;0.64%
17/10/2017;14.16;14.53;14.53;14;3990000;1.87%
16/10/2017;13.9;13.75;14.28;13.75;2870000;1.53%
13/10/2017;13.69;13.67;13.69;13.67;850880;-1.16%
12/10/2017;13.85;13.4;13.85;13.17;5360000;1.47%
11/10/2017;13.65;13.66;13.67;13.54;2010000;-0.87%
10/10/2017;13.77;14;13.9;13.72;3290000;-0.22%
09/10/2017;13.8;13.56;13.99;13.8;2820000;-1.29%
06/10/2017;13.98;13.62;13.98;13.62;2630000;3.17%
05/10/2017;13.55;13.51;13.6;13.51;7480000;0.59%
04/10/2017;13.47;13.52;13.67;13.24;7370000;-3.30%
03/10/2017;13.93;13.7;13.93;13.7;1590000;1.68%
29/09/2017;13.7;13.56;13.7;13.56;1100000;1.11%
28/09/2017;13.55;13.65;13.65;13.51;1680000;-0.73%
27/09/2017;13.65;13.61;13.7;13.61;828550;-0.36%
26/09/2017;13.7;13.7;13.8;13.7;958750;-0.72%
25/09/2017;13.8;14;13.8;13.68;678290;0.73%
22/09/2017;13.7;13.76;14;13.7;6520000;-0.36%
21/09/2017;13.75;13.9;13.9;13.75;1360000;-0.15%
20/09/2017;13.77;13.61;13.98;13.61;1860000;0.44%
19/09/2017;13.71;13.75;13.89;13.71;3360000;-0.07%
18/09/2017;13.72;13.74;13.74;13.67;917140;0.51%
15/09/2017;13.65;13.65;13.65;13.65;1090000;-0.36%
14/09/2017;13.7;13.75;13.8;13.7;1580000;-0.36%
13/09/2017;13.75;13.1;13.75;13;3230000;1.25%
12/09/2017;13.58;13.6;13.6;13.56;793270;-0.95%
11/09/2017;13.71;14;14;13.68;716920;-2.07%
08/09/2017;14;13.5;14;13.19;4520000;3.70%
07/09/2017;13.5;13.06;13.5;13.06;2610000;3.45%
06/09/2017;13.05;12.7;13.15;12.7;9500000;-1.06%
05/09/2017;13.19;13.19;13.19;13.19;248720;0.38%
31/08/2017;13.14;13.42;13.42;12.61;116060;-0.61%
30/08/2017;13.22;13.9;13.9;13.21;1360000;-4.89%
29/08/2017;13.9;13.95;13.9;13.3;1230000;0.00%
28/08/2017;13.9;13.83;13.99;13.8;1770000;1.83%
25/08/2017;13.65;13.5;13.65;13.5;1630000;4.60%
24/08/2017;13.05;12.95;13.05;12.95;1180000;0.38%
23/08/2017;13;13;13;13;355190;1.25%
22/08/2017;12.84;12.7;13.2;12.7;8540000;0.47%
21/08/2017;12.78;12.18;12.78;12.78;2950000;-0.23%
18/08/2017;12.81;13;13;12.76;2440000;-1.46%
17/08/2017;13;12.63;13;12.63;3960000;1.56%
16/08/2017;12.8;12.75;12.8;12.58;3110000;1.03%
15/08/2017;12.67;12.99;13;12.6;3860000;-1.02%
14/08/2017;12.8;12.92;13.2;12.8;1990000;-1.84%
11/08/2017;13.04;13.48;13.05;12.95;2060000;-3.83%
10/08/2017;13.56;13.6;13.62;13.55;4860000;-4.84%
09/08/2017;14.25;15;14.53;14.25;3530000;-1.86%
08/08/2017;14.52;14.5;14.85;13.9;5690000;-2.35%
07/08/2017;14.87;15.65;16.4;14.87;12020000;-0.27%
04/08/2017;14.91;14.2;14.91;14.2;7090000;6.50%
03/08/2017;14;13.38;14;13;8180000;9.80%
02/08/2017;12.75;12.15;12.75;12.06;10090000;1.27%
01/08/2017;12.59;12.56;13.18;11.98;12450000;5.18%
31/07/2017;11.97;11.4;11.97;11.4;3490000;10.22%
28/07/2017;10.86;10.36;10.87;9.85;5420000;9.92%
27/07/2017;9.88;9.26;9.88;9.26;9720000;4.99%
26/07/2017;9.41;9.2;9.52;9.13;7850000;3.75%
25/07/2017;9.07;9;9.3;8.71;8050000;-0.66%
24/07/2017;9.13;8.71;9.13;8.71;219760;0.33%
21/07/2017;9.1;9.01;9.3;9;3560000;0.89%
20/07/2017;9.02;8.99;9.02;8.99;6540000;0.22%
19/07/2017;9;9;9;9;7230000;-0.44%
18/07/2017;9.04;8.8;9.04;8.8;2630000;4.39%
17/07/2017;8.66;8.6;8.66;8.56;2050000;-3.78%
14/07/2017;9;9;9;9;395580;0.11%
13/07/2017;8.99;8.72;8.99;8.7;1390000;0.11%
12/07/2017;8.98;8.56;8.98;8.98;689570;0.90%
11/07/2017;8.9;8.94;8.94;8.9;480550;-0.89%
10/07/2017;8.98;8.77;9;8.56;630800;3.22%
07/07/2017;8.7;8.7;8.7;8.7;562120;0.00%
06/07/2017;8.7;8.7;8.77;8.61;210920;4.07%
05/07/2017;8.36;8.49;8.53;8.36;2480000;-4.89%
04/07/2017;8.79;8.79;8.79;8.79;573710;-0.57%
03/07/2017;8.84;8.81;8.84;8.81;763800;-1.78%
30/06/2017;9;9;9.45;9;3050000;0.00%
29/06/2017;9;8.69;9;8.69;3480000;0.00%
28/06/2017;9;8.75;9;8.75;3020000;-0.33%
23/06/2017;9.03;9.07;9.07;9.02;3040000;0.22%
22/06/2017;9.01;9.01;9.02;9;5800000;0.00%
21/06/2017;9.01;9;9.05;9;1180000;-0.99%
20/06/2017;9.1;9.06;9.1;9.06;1420000;-0.44%
19/06/2017;9.14;9.2;9.2;9.14;858150;0.88%
16/06/2017;9.06;9.07;9.1;9.06;1080000;-1.84%
15/06/2017;9.23;9.5;9.5;9.22;4270000;-3.95%
14/06/2017;9.61;9.6;9.85;9.6;2960000;0.10%
13/06/2017;9.6;10;9.7;9.52;1950000;0.21%
12/06/2017;9.58;9.96;9.6;9.5;2360000;-1.84%
09/06/2017;9.76;9.2;9.76;9.07;5020000;4.95%
08/06/2017;9.3;9.48;9.78;9.01;6570000;2.99%
07/06/2017;9.03;8.6;9.03;8.6;13320000;9.99%
06/06/2017;8.21;8.21;8.21;8.21;4180000;4.99%
05/06/2017;7.82;7.82;7.82;7.82;3170000;4.97%
02/06/2017;7.45;7.15;7.45;7.15;3610000;4.93%
01/06/2017;7.1;7.05;7.1;7.05;1220000;1.00%
31/05/2017;7.03;7.03;7.03;7.03;14430000;0.00%
30/05/2017;7.03;7;7.03;7;528400;3.38%
26/05/2017;6.8;6.75;6.85;6.75;4270000;-0.73%
25/05/2017;6.85;6.85;6.85;6.85;237700;1.48%
24/05/2017;6.75;6.85;6.91;6.75;1700000;-1.46%
23/05/2017;6.85;6.93;6.93;6.85;979840;-2.14%
22/05/2017;7;7;7;7;212760;3.09%
19/05/2017;6.79;7.07;7.07;6.79;4520000;-0.15%
18/05/2017;6.8;7.1;7.1;6.75;20010000;-0.44%
17/05/2017;6.83;6.8;6.83;6.48;9340000;4.92%
16/05/2017;6.51;6.51;6.51;6.51;372460;-3.56%
15/05/2017;6.75;6.48;6.75;6.48;5640000;-1.03%
12/05/2017;6.82;7;7;6.82;1040000;-4.08%
11/05/2017;7.11;7.11;7.11;7.08;1660000;4.87%
10/05/2017;6.78;6.65;6.78;6.65;3100000;4.95%
09/05/2017;6.46;6.65;6.65;6.46;772070;-3.58%
08/05/2017;6.7;6.93;6.9;6.59;14520000;1.52%
05/05/2017;6.6;6.46;6.6;6.46;11520000;3.94%
04/05/2017;6.35;6.26;6.5;6.26;1300000;1.93%
03/05/2017;6.23;6.23;6.23;6.23;256630;0.16%
02/05/2017;6.22;6.23;6.23;6.22;516330;-4.16%
28/04/2017;6.49;6.25;6.49;6.14;296010;4.68%
27/04/2017;6.2;6.35;6.2;6.05;762390;0.65%
26/04/2017;6.16;6.38;6.38;6.16;290340;0.16%
25/04/2017;6.15;6.25;6.36;6.08;328540;1.15%
24/04/2017;6.08;6.1;6.1;6;859610;-0.16%
21/04/2017;6.09;6.09;6.09;6.09;272160;5.00%
20/04/2017;5.8;6;6.03;5.8;765330;-3.49%
19/04/2017;6.01;6.07;6.07;6;1070000;-0.66%
18/04/2017;6.05;6.05;6.05;6.05;278230;0.83%
13/04/2017;6;6;6.01;6;1180000;0.00%
12/04/2017;6;6;6.3;6;3240000;0.00%
11/04/2017;6;6.15;6.15;6;2070000;-1.96%
10/04/2017;6.12;6.5;6.5;6.12;14000000;-12.57%
07/04/2017;7;6.98;7;6.91;4930000;0.29%
06/04/2017;6.98;6.99;7;6.98;1440000;-0.14%
05/04/2017;6.99;6.65;6.99;6.65;772630;-0.14%
04/04/2017;7;7.07;7.2;7;1890000;-2.23%
03/04/2017;7.16;6.84;7.16;7;2440000;9.82%
31/03/2017;6.52;6.34;6.52;6.34;1940000;3.66%
30/03/2017;6.29;6.34;6.34;6.22;136000;1.29%
29/03/2017;6.21;6.2;6.21;6.18;6150000;0.49%
28/03/2017;6.18;6.18;6.25;6.18;10540000;0.49%
27/03/2017;6.15;6.15;6.15;6.15;720930;-0.16%
24/03/2017;6.16;6.16;6.16;6.16;279050;-0.32%
23/03/2017;6.18;6.18;6.18;6.18;540390;0.00%
22/03/2017;6.18;6.2;6.2;6.18;873220;-0.16%
21/03/2017;6.19;6.19;6.19;6.19;15180000;3.17%
20/03/2017;6;6;6;6;148110;-3.07%
17/03/2017;6.19;6.19;6.19;6.19;198360;-0.16%
16/03/2017;6.2;6;6.2;5.77;327920;3.33%
15/03/2017;6;6;6;6;208900;1.69%
14/03/2017;5.9;6;6;5.78;96130;1.55%
13/03/2017;5.81;5.95;6;5.81;50450;0.17%
10/03/2017;5.8;6;6.07;5.8;71920;-3.33%
09/03/2017;6;6.09;6.09;5.78;103130;0.00%
08/03/2017;6;5.8;6;5.8;409450;3.09%
07/03/2017;5.82;5.75;6.01;5.75;117760;1.57%
06/03/2017;5.73;5.77;5.77;5.73;396590;-0.69%
03/03/2017;5.77;5.9;5.9;5.77;626420;1.05%
02/03/2017;5.71;6.01;6.01;5.71;1630000;-4.99%
01/03/2017;6.01;6.01;6.01;6.01;348440;-0.17%
28/02/2017;6.02;6.02;6.02;6.02;69490;-2.75%
27/02/2017;6.19;6.15;6.19;6.15;5030000;2.15%
24/02/2017;6.06;6;6.06;6;241260;1.00%
23/02/2017;6;6;6.2;6;1110000;-3.23%
22/02/2017;6.2;6.2;6.2;6.1;624480;-1.74%
21/02/2017;6.31;6.25;6.31;6.16;260940;1.77%
20/02/2017;6.2;6.2;6.29;6.2;146070;0.16%
17/02/2017;6.19;6.34;6.19;6.19;48920;0.00%
16/02/2017;6.19;6.28;6.19;6.17;675250;1.48%
15/02/2017;6.1;6.2;6.2;6.1;345910;0.00%
14/02/2017;6.1;6.01;6.1;6.01;228190;1.67%
13/02/2017;6;6.05;6.05;6;403310;-0.50%
10/02/2017;6.03;6.05;6.06;6.01;263640;0.50%
09/02/2017;6;6.01;6.1;6;625460;-0.50%
08/02/2017;6.03;6;6.1;6;40840;-0.33%
07/02/2017;6.05;6.05;6.05;6.05;573930;0.00%
06/02/2017;6.05;6.05;6.05;6.05;412320;0.67%
03/02/2017;6.01;6.3;6.18;6.01;764790;-2.59%
02/02/2017;6.17;6.49;6.17;6.17;300430;-2.06%
01/02/2017;6.3;6.5;6.32;6.3;275150;-0.32%
31/01/2017;6.32;6.65;6.35;6.32;627180;-0.47%
30/01/2017;6.35;6.65;6.35;6.35;80210;0.00%
27/01/2017;6.35;6.35;6.35;6.35;364490;-2.31%
26/01/2017;6.5;6.5;6.5;6.5;1680000;0.00%
25/01/2017;6.5;6.42;6.5;6.42;634910;1.88%
24/01/2017;6.38;6.39;6.39;6.16;171050;-0.62%
23/01/2017;6.42;6.42;6.42;6.42;391530;-0.47%
20/01/2017;6.45;6.15;6.45;6.15;1200000;1.57%
19/01/2017;6.35;6.05;6.38;6.05;1480000;4.44%
18/01/2017;6.08;6.08;6.08;6.08;150890;0.16%
17/01/2017;6.07;6.12;6.12;6.07;689130;-0.49%
16/01/2017;6.1;6.1;6.1;6.1;290880;0.49%
13/01/2017;6.07;6.35;6.07;6.07;15290;-0.65%
12/01/2017;6.11;6.2;6.35;6.11;129200;0.66%
11/01/2017;6.07;6.07;6.07;6.07;1250000;1.17%
10/01/2017;6;6.08;6.1;6;554830;-2.28%
09/01/2017;6.14;6.14;6.14;6.14;375890;1.49%
06/01/2017;6.05;6.21;6.21;6.04;72300;1.00%
05/01/2017;5.99;6.26;5.99;5.99;146820;0.00%
04/01/2017;5.99;6.3;5.99;5.99;749930;-1.96%
03/01/2017;6.11;6.38;6.11;6.11;213150;3.56%
30/12/2016;5.9;6.24;6.24;5.88;161520;-3.44%
29/12/2016;6.11;6.3;6.11;6.11;1110000;0.00%
28/12/2016;6.11;6.34;6.15;6.11;302870;-0.65%
23/12/2016;6.15;6.25;6.35;6.15;13850;0.82%
22/12/2016;6.1;6.09;6.23;6.09;71600;0.33%
21/12/2016;6.08;6.08;6.08;6.08;79400;-3.80%
20/12/2016;6.32;6.32;6.32;6.32;266560;-0.47%
19/12/2016;6.35;6.4;6.35;6.35;94960;4.10%
16/12/2016;6.1;6.29;6.29;6.05;159450;0.00%
15/12/2016;6.1;6.29;6.29;6.1;409900;-1.45%
14/12/2016;6.19;6.33;6.33;6.05;112850;3.00%
13/12/2016;6.01;6.08;6.25;5.93;135170;-1.15%
09/12/2016;6.08;6.23;6.23;6;216620;0.00%
08/12/2016;6.08;6.1;6.1;6.08;182850;2.18%
07/12/2016;5.95;5.95;5.95;5.95;320660;-4.03%
06/12/2016;6.2;6;6.2;6;105460;1.97%
05/12/2016;6.08;6.08;6.08;6.08;88320;4.83%
02/12/2016;5.8;5.8;5.8;5.8;141240;0.52%
01/12/2016;5.77;6.13;6.13;5.72;93490;-3.03%
30/11/2016;5.95;5.95;5.95;5.95;269260;-0.83%
29/11/2016;6;6;6;6;687130;-0.17%
28/11/2016;6.01;6;6.35;6;132900;-3.06%
25/11/2016;6.2;6.2;6.2;6.2;1650000;3.16%
24/11/2016;6.01;6.01;6.01;6.01;264280;0.17%
23/11/2016;6;6.01;6.03;6;2680000;-0.99%
22/11/2016;6.06;6.09;6.1;6.06;363070;-1.62%
21/11/2016;6.16;6.16;6.2;6.16;1600000;-4.94%
18/11/2016;6.48;6.48;6.48;6.48;128660;2.69%
17/11/2016;6.31;6.31;6.31;6.31;278400;0.16%
16/11/2016;6.3;6.3;6.3;6.3;565300;0.00%
15/11/2016;6.3;6.28;6.3;6.28;610660;0.80%
14/11/2016;6.25;6.49;6.49;6.25;1320000;0.00%
11/11/2016;6.25;6.25;6.25;6.25;345050;-0.79%
10/11/2016;6.3;6.3;6.3;6.3;317330;0.00%
09/11/2016;6.3;6.3;6.3;6.3;198520;0.64%
08/11/2016;6.26;6.15;6.35;6.15;66070;2.29%
07/11/2016;6.12;6.12;6.12;6.12;203340;-1.29%
04/11/2016;6.2;6.2;6.2;6.2;194090;-1.59%
03/11/2016;6.3;6.38;6.38;6.23;264370;1.29%
02/11/2016;6.22;6.22;6.22;6.22;314910;0.32%
01/11/2016;6.2;6.48;6.2;6.2;648610;0.00%
31/10/2016;6.2;6.24;6.24;6.2;747270;-0.80%
28/10/2016;6.25;6.25;6.25;6.25;163850;-3.70%
27/10/2016;6.49;6.35;6.49;6.32;305230;-0.15%
26/10/2016;6.5;6.25;6.5;6.25;402310;4.33%
25/10/2016;6.23;6.17;6.47;6.15;147400;0.16%
24/10/2016;6.22;6.22;6.22;6.22;394190;0.32%
21/10/2016;6.2;6.2;6.2;6.2;199410;-0.96%
20/10/2016;6.26;6.29;6.29;6.26;455150;-2.19%
19/10/2016;6.4;6.4;6.4;6.4;348390;0.47%
18/10/2016;6.37;6.36;6.45;6.36;24960;0.00%
17/10/2016;6.37;6.62;6.62;6.36;93050;0.16%
14/10/2016;6.36;6.5;6.59;6.3;84320;-2.15%
13/10/2016;6.5;6.5;6.5;6.5;162670;2.85%
12/10/2016;6.32;6.5;6.5;6.32;625770;-2.77%
11/10/2016;6.5;6.5;6.5;6.47;415280;2.36%
10/10/2016;6.35;6.35;6.35;6.35;330960;-0.47%
07/10/2016;6.38;6.35;6.38;6.35;634410;-0.47%
06/10/2016;6.41;6.41;6.41;6.41;257570;-1.38%
05/10/2016;6.5;6.4;6.5;6.4;500370;2.36%
04/10/2016;6.35;6.31;6.35;6.31;907850;-2.31%
30/09/2016;6.5;6.49;6.5;6.49;356620;0.00%
29/09/2016;6.5;6.4;6.5;6.4;200920;0.00%
28/09/2016;6.5;6.4;6.5;6.4;1260000;1.56%
27/09/2016;6.4;6.4;6.4;6.4;397300;0.00%
26/09/2016;6.4;6.51;6.51;6.4;448490;-4.90%
23/09/2016;6.73;6.5;6.8;6.5;558790;2.28%
22/09/2016;6.58;6.48;6.58;6.43;834250;0.00%
21/09/2016;6.58;6.5;6.58;6.58;241650;3.62%
20/09/2016;6.35;6.4;6.45;6.3;94380;-3.50%
19/09/2016;6.58;6.79;6.58;6.58;117210;0.00%
16/09/2016;6.58;6.72;6.58;6.42;424260;2.81%
15/09/2016;6.4;6.4;6.4;6.4;1010000;2.07%
14/09/2016;6.27;6.6;6.6;6.22;123150;-2.03%
09/09/2016;6.4;6.4;6.4;6.4;252690;-2.59%
08/09/2016;6.57;6.19;6.57;6.19;92270;0.92%
07/09/2016;6.51;6.6;6.51;6.51;325380;-0.76%
06/09/2016;6.56;6.5;6.56;6.5;774580;0.92%
05/09/2016;6.5;6.78;6.5;6.46;199700;0.00%
02/09/2016;6.5;6.5;6.5;6.5;278660;0.78%
01/09/2016;6.45;6.45;6.45;6.45;410940;-0.77%
31/08/2016;6.5;6.7;6.7;6.5;68530;0.00%
30/08/2016;6.5;6.78;6.78;6.5;5950000;0.00%
29/08/2016;6.5;6.83;6.5;6.5;462620;-0.15%
26/08/2016;6.51;6.8;6.62;6.5;54440000;0.15%
25/08/2016;6.5;6.52;6.58;6.5;8670000;-4.41%
24/08/2016;6.8;6.7;6.8;6.7;477190;0.44%
23/08/2016;6.77;6.77;6.77;6.77;132620;3.52%
22/08/2016;6.54;6.53;6.54;6.53;529140;0.62%
19/08/2016;6.5;6.5;6.5;6.5;268080;0.00%
18/08/2016;6.5;6.54;6.54;6.5;2950000;-0.61%
17/08/2016;6.54;6.55;6.55;6.54;441620;0.46%
16/08/2016;6.51;6.51;6.51;6.51;370710;0.00%
15/08/2016;6.51;6.57;6.57;6.51;1560000;-2.11%
12/08/2016;6.65;6.63;6.8;6.63;170720;-0.75%
11/08/2016;6.7;6.79;6.79;6.66;563720;0.45%
10/08/2016;6.67;6.67;6.67;6.67;213400;-1.91%
09/08/2016;6.8;6.8;6.8;6.8;283220;-2.58%
08/08/2016;6.98;6.98;6.98;6.97;936250;4.96%
05/08/2016;6.65;6.78;6.8;6.65;542530;0.15%
04/08/2016;6.64;6.98;6.98;6.56;164950;-0.15%
03/08/2016;6.65;6.65;6.65;6.65;459440;1.99%
02/08/2016;6.52;6.67;6.68;6.52;627660;-1.95%
01/08/2016;6.65;6.65;6.65;6.65;520890;-5.00%
29/07/2016;7;7;7;7;446230;4.32%
28/07/2016;6.71;6.7;6.8;6.65;236470;-4.01%
27/07/2016;6.99;6.99;6.99;6.99;246230;3.56%
26/07/2016;6.75;6.51;6.75;6.51;320320;-0.74%
25/07/2016;6.8;6.46;7.01;6.46;195810;0.00%
22/07/2016;6.8;6.7;6.8;6.7;7460000;4.78%
21/07/2016;6.49;6.49;6.49;6.46;930320;-4.56%
20/07/2016;6.8;6.7;6.8;6.7;1520000;2.26%
19/07/2016;6.65;6.8;6.8;6.65;5000000;-2.21%
18/07/2016;6.8;6.65;6.8;6.65;7700000;1.19%
15/07/2016;6.72;6.8;6.8;6.72;790380;-1.18%
14/07/2016;6.8;6.6;6.8;6.6;874690;3.03%
13/07/2016;6.6;6.52;6.6;6.52;203200;-0.15%
12/07/2016;6.61;6.61;6.61;6.61;315540;0.15%
11/07/2016;6.6;6.58;6.6;6.58;504590;1.38%
08/07/2016;6.51;6.51;6.51;6.5;682080;0.00%
04/07/2016;6.51;6.65;6.65;6.51;375940;-2.11%
01/07/2016;6.65;6.65;6.65;6.65;141080;0.00%
30/06/2016;6.65;6.65;6.65;6.65;303150;-1.48%
29/06/2016;6.75;6.51;6.87;6.51;122180;1.96%
28/06/2016;6.62;6.57;6.8;6.57;90540;1.07%
27/06/2016;6.55;6.85;6.85;6.55;877350;-4.93%
24/06/2016;6.89;6.9;6.9;6.89;386490;-1.57%
23/06/2016;7;6.96;7.15;6.96;1630000;1.60%
22/06/2016;6.89;6.8;6.89;6.7;625940;-1.43%
21/06/2016;6.99;6.97;6.99;6.97;954870;4.95%
20/06/2016;6.66;6.86;6.86;6.65;1150000;-4.86%
17/06/2016;7;6.88;7.1;6.88;1920000;1.45%
16/06/2016;6.9;6.8;6.96;6.8;1500000;4.07%
15/06/2016;6.63;6.5;6.63;6.5;1750000;3.43%
14/06/2016;6.41;6.3;6.5;6.3;70650;1.26%
13/06/2016;6.33;6.21;6.33;6.21;525540;-2.47%
10/06/2016;6.49;6.49;6.49;6.49;179950;5.87%
09/06/2016;6.13;6.63;6.63;6.13;246670;-3.16%
08/06/2016;6.33;6.65;6.5;6.33;929840;-3.36%
07/06/2016;6.55;6.6;6.7;6.55;133730;-0.91%
06/06/2016;6.61;6.6;6.8;6.56;167980;-2.79%
03/06/2016;6.8;6.8;6.81;6.8;539430;1.64%
02/06/2016;6.69;6.6;6.69;6.6;498120;4.86%
01/06/2016;6.38;6.7;6.66;6.37;2410000;-8.86%
31/05/2016;7;6.86;7;6.83;2360000;-2.51%
27/05/2016;7.18;7;7.18;7;1430000;-0.14%
26/05/2016;7.19;6.85;7.19;6.82;2730000;5.43%
25/05/2016;6.82;6.8;6.85;6.76;922250;0.74%
24/05/2016;6.77;6.85;6.93;6.77;830280;2.58%
23/05/2016;6.6;6.3;6.6;6.07;4070000;4.76%
20/05/2016;6.3;6.25;6.3;6.2;1770000;0.80%
19/05/2016;6.25;6.2;6.25;6.18;1200000;0.81%
18/05/2016;6.2;6.05;6.2;6.01;2370000;3.33%
17/05/2016;6;6;6.05;6;1230000;0.00%
16/05/2016;6;6;6;6;938000;-0.83%
13/05/2016;6.05;5.95;6.17;5.95;3100000;2.54%
12/05/2016;5.9;5.8;5.9;5.8;1170000;1.90%
11/05/2016;5.79;5.79;5.79;5.79;195930;-1.03%
10/05/2016;5.85;5.8;5.9;5.8;732380;0.86%
09/05/2016;5.8;5.8;5.8;5.8;395290;0.17%
06/05/2016;5.79;5.79;5.79;5.79;259600;-1.86%
05/05/2016;5.9;5.8;5.9;5.7;926160;0.85%
04/05/2016;5.85;6;6;5.84;1820000;0.86%
03/05/2016;5.8;5.8;5.8;5.8;118850;0.87%
29/04/2016;5.75;5.75;5.75;5.75;465570;0.88%
28/04/2016;5.7;5.8;5.8;5.68;156540;-1.72%
27/04/2016;5.8;5.8;5.8;5.8;311980;-3.01%
26/04/2016;5.98;5.82;5.98;5.82;714290;2.75%
25/04/2016;5.82;5.84;5.84;5.82;434290;0.87%
22/04/2016;5.77;5.75;5.77;5.75;1020000;4.91%
21/04/2016;5.5;5.41;5.5;5.41;615490;1.48%
20/04/2016;5.42;5.41;5.42;5.41;925450;0.74%
19/04/2016;5.38;5.17;5.4;5.17;153400;4.06%
18/04/2016;5.17;5.17;5.17;5.17;111350;-1.52%
15/04/2016;5.25;5.5;5.39;5.23;804690;-0.19%
14/04/2016;5.26;5.22;5.36;5.2;10010000;0.00%
13/04/2016;5.26;5.39;5.39;5.15;174870;1.15%
12/04/2016;5.2;5.2;5.2;5.2;316860;-1.89%
11/04/2016;5.3;5.3;5.3;5.28;1790000;-0.93%
08/04/2016;5.35;5.41;5.41;5.35;261480;0.94%
07/04/2016;5.3;5.3;5.3;5.3;458650;0.00%
06/04/2016;5.3;5.3;5.3;5.29;1110000;-3.64%
05/04/2016;5.5;5.41;5.5;5.25;175750;4.76%
04/04/2016;5.25;5.25;5.25;5.25;399940;-12.50%
01/04/2016;6;6.08;6.08;6;696440;-2.28%
31/03/2016;6.14;6.06;6.14;6.02;859490;2.68%
30/03/2016;5.98;6;6;5.95;951220;0.00%
29/03/2016;5.98;5.98;5.98;5.98;167210;4.91%
24/03/2016;5.7;6;6;5.7;874840;-4.20%
23/03/2016;5.95;5.9;5.95;5.9;367130;-0.83%
22/03/2016;6;5.76;6;5.76;428270;1.69%
21/03/2016;5.9;5.95;6;5.9;2140000;0.00%
18/03/2016;5.9;6;5.9;5.7;679360;-1.67%
17/03/2016;6;6;6;6;91980;-4.91%
16/03/2016;6.31;6.31;6.31;6.31;514050;4.99%
15/03/2016;6.01;6;6.01;6.01;226920;2.56%
14/03/2016;5.86;6;6;5.81;261280;-2.50%
11/03/2016;6.01;5.8;6.01;5.8;407860;0.50%
10/03/2016;5.98;5.75;5.98;5.75;610580;1.01%
09/03/2016;5.92;5.75;5.96;5.55;94010;2.96%
